observed_on,latitude,longitude,place_state_name
2021-05-25,40.1533805,-79.227045,Pennsylvania
2021-05-25,40.4215992493,-79.6765354834,Pennsylvania
2021-05-29,36.4818512,-80.46431014,North Carolina
2021-05-29,34.0592842102,-84.1014175415,Georgia
2021-05-30,39.7475255561,-77.4621572067,Pennsylvania
2021-05-30,38.4065244072,-82.4383964762,West Virginia
2021-05-30,39.9000015259,-76.7099990845,Pennsylvania
2021-05-31,40.3542,-76.8658,Pennsylvania
2021-05-31,40.6078211731,-74.1112628394,New York
2021-06-01,36.509925,-82.6083916667,Tennessee
2021-06-01,39.0088611167,-77.0039222167,Maryland
2021-05-28,40.8630570486,-75.2870837386,Pennsylvania
2021-05-31,35.595496,-81.608767,North Carolina
2021-06-02,34.3133292146,-89.4738361394,Mississippi
2021-06-01,40.3802172687,-74.9747508129,New Jersey
2021-06-06,39.31621642,-82.1103328,Ohio
2021-06-06,38.8894500535,-77.3266595474,Virginia
2021-06-09,34.6221369879,-82.7941811944,South Carolina
2021-06-01,36.08157783,-79.14776667,North Carolina
2021-06-10,40.20260516,-74.895049,Pennsylvania
2021-06-10,40.9592009347,-73.9884191268,New Jersey
2021-06-12,37.2851581442,-76.7581336798,Virginia
2021-06-12,39.20325,-76.8845883333,Maryland
2021-06-13,41.0499613687,-74.1922007595,New Jersey
2021-06-14,33.6956801964,-84.327979954,Georgia
2007-05-28,38.639240518,-76.8193788209,Maryland
2021-06-16,34.7716366667,-77.3649,North Carolina
2021-06-14,38.5549866667,-90.537155,Missouri
2021-06-17,39.0577986571,-77.2459742632,Maryland
2021-06-17,35.9229177178,-81.7372202675,North Carolina
2021-06-18,39.4274572509,-76.2910016297,Maryland
2021-06-20,40.7111854553,-79.5128479004,Pennsylvania
